chars,pinyin
"閾","yù"
"闃","qù"
"闆","bǎn"
"闇","àn"
"闈","wéi"
"闉","yīn"
"闊","kuò"
"闋","què"
"闌","lán"
"闍","dū"
"闍","shé"
"闐","tián"
"闑","niè"
"闒","tà"
"闓","kǎi"
"闔","hé"
"闕","què"
"闕","quē"
"闖","chuǎng"
"闚","kuī"
"關","guān"
"闞","kàn"
"闠","huì"
"闡","chǎn"
"闢","bì"
"闢","pì"
"闤","huán"
"闥","tà"
"阜","fù"
"阞","lè"
"阡","qiān"
"阤","tuó"
"阨","è"
"阪","bǎn"
"阬","kēng"
"阮","ruǎn"
"阯","zhǐ"
"阱","jǐng"
"防","fáng"
"阻","zǔ"
"阼","zuò"
"阽","diàn"
"阽","yán"
"阿","a"
"阿","à"
"阿","ā"
"阿","ē"
"陀","tuó"
"陂","pí"
"陂","pō"
"附","fù"
"陋","lòu"
"陌","mò"
"降","jiàng"
"降","xiáng"
"限","xiàn"
"陑","ér"
"陔","gāi"
"陘","xíng"
"陛","bì"
"陜","shǎn"
"陝","shǎn"
"陞","shēng"
"陟","zhì"
"陡","dǒu"
"院","yuàn"
"陣","zhèn"
"除","chú"
"陪","péi"
"陬","zōu"
"陰","yīn"
"陲","chuí"
"陳","chén"
"陴","pí"
"陵","líng"
"陶","táo"
"陷","xiàn"
"陸","liù"
"陸","lù"
"陼","zhǔ"
"陽","yáng"
"陾","réng"
"隃","yú"
"隄","dī"
"隅","yú"
"隆","lóng"
"隆","lōng"
"隈","wēi"
"隉","niè"
"隊","duì"
"隋","suí"
"隍","huáng"
"階","jiē"
"隔","gé"
"隕","yǔn"
"隗","wěi"
"隘","ài"
"隙","xì"
"際","jì"
"障","zhàng"
"隤","tuí"
"隧","suì"
"隨","suí"
"隩","yù"
"險","xiǎn"
"隮","jī"
"隰","xí"
"隱","yǐn"
"隳","huī"
"隴","lǒng"
"隸","lì"
"隹","zhuī"
"隻","zhī"
"雀","qiǎo"
"雀","qiāo"
"雀","què"
"雁","yàn"
"雂","qín"
"雄","xióng"
"雅","yǎ"
"集","jí"
"雇","gù"
"雉","zhì"
"雊","gòu"
"雋","jùn"
"雌","cí"
"雍","yōng"
"雎","jū"
"雒","luò"
"雕","diāo"
"雖","suī"
"雘","huò"
"雙","shuāng"
"雛","chú"
"雜","zá"
"雝","yōng"
"雞","jī"
"離","lí"
"難","nán"
"難","nàn"
"雨","yǔ"
"雩","yú"
"雪","xuě"
"雯","wén"
"雰","fēn"
"雱","páng"
"雲","yún"
"零","líng"
"雷","léi"
"雹","báo"
"電","diàn"
"需","xū"
"霂","mù"
"霄","xiāo"
"霅","zhá"
"霆","tíng"
"震","zhèn"
"霈","pèi"
"霉","méi"
"霍","huò"
"霎","shà"
"霏","fēi"
"霑","zhān"
"霓","ní"
"霖","lín"
"霙","yīng"
"霜","shuāng"
"霞","xiá"
"霢","mò"
"霣","yǔn"
"霤","liù"
"霧","wù"
"霨","wèi"
"霪","yín"
"霮","dàn"
"霰","xiàn"
"露","lù"
"霸","bà"
"霹","pī"
"霽","jì"
"霾","mái"
"靂","lì"
"靄","ǎi"
"靆","dài"
"靈","líng"
"靉","ài"
"青","qīng"
"靖","jìng"
"靚","jìng"
"靛","diàn"
"靜","jìng"
"非","fēi"
"靠","kào"
"靡","mí"
"靡","mǐ"
"面","miàn"
"靦","miǎn"
"靨","yè"
"革","gé"
"靮","dí"
"靳","jìn"
"靴","xuē"
"靶","bǎ"
"靷","yǐn"
"靸","sǎ"
"靺","mò"
"靼","dá"
"鞀","táo"
"鞃","hóng"
"鞅","yǎng"
"鞋","xié"
"鞍","ān"
"鞏","gǒng"
"鞗","tiáo"
"鞘","qiào"
"鞚","kòng"
"鞝","zhǎng"
"鞞","bǐng"
"鞠","jū"
"鞣","róu"
"鞦","qiū"
"鞨","hé"
"鞭","biān"
"鞮","dī"
"鞶","pán"
"鞹","kuò"
"韁","jiāng"
"韃","dá"
"韅","xiǎn"
"韆","qiān"
"韉","jiān"
"韋","wéi"
"韌","rèn"
"韍","fú"
"韎","mèi"
"韓","hán"
"韔","chàng"
"韘","shè"
"韙","wěi"
"韜","tāo"
"韝","gōu"
"韞","yùn"
"韣","dú"
"韭","jiǔ"
"音","yīn"
"韶","sháo"
"韹","huáng"
"韺","yīng"
"韻","yùn"
"響","xiǎng"
"頁","yè"
"頂","dǐng"
"頃","qǐng"
"頄","qiú"
"項","xiàng"
"順","shùn"
"頇","hān"
"須","xū"
"頌","sòng"
"頍","kuǐ"
"頎","qí"
"頏","háng"
"預","yù"
"頑","wán"
"頒","bān"
"頓","dùn"
"頖","pàn"
"頗","pō"
"領","lǐng"
"頜","hé"
"頞","è"
"頠","wěi"
"頡","xié"
"頤","yí"
"頦","ké"
"頦","kē"
"頫","fǔ"
"頭","tou"
"頭","tóu"
"頯","kuí"
"頰","jiá"
"頲","tǐng"
"頷","hàn"
"頸","gěng"
"頸","jǐng"
"頹","tuí"
"頻","pín"
"顆","kē"
"題","tí"
"額","é"
"顎","è"
"顏","yán"
"顒","yóng"
"顓","zhuān"
"顗","yǐ"
"願","yuàn"
"顙","sǎng"
"顛","diān"
"顜","jiǎng"
"類","lèi"
"顢","mān"
"顥","hào"
"顧","gù"
"顫","zhàn"
"顯","xiǎn"
"顰","pín"
"顱","lú"
"顳","niè"
"顴","quán"
"風","fēng"
"颭","zhǎn"
"颮","biāo"
"颯","sà"
"颱","tái"
"颳","guā"
"颶","jù"
"颸","sī"
"颺","yáng"
"颻","yáo"
"颼","sōu"
"颽","kǎi"
"飀","liú"
"飄","piāo"
"飆","biāo"
"飛","fēi"
"食","shí"
"食","sì"
"飢","jī"
"飥","tuō"
"飧","sūn"
"飩","tún"
"飫","yù"
"飭","chì"
"飯","fàn"
"飲","yǐn"
"飴","yí"
"飶","bì"
"飼","sì"
"飽","bǎo"
"飾","shì"
"餂","tiǎn"
"餃","jiǎo"
"餅","bǐng"
"餈","cí"
"餉","xiǎng"
"養","yǎng"
"餌","ěr"
"餐","cān"
"餑","bō"
"餒","něi"
"餓","è"
"餔","bū"
"餕","jùn"
"餖","dòu"
"餗","sù"
"餘","yú"
"餚","yáo"
"餛","hún"
"餞","jiàn"
"餟","zhuì"
"餡","xiàn"
"餤","tán"
"館","guǎn"
"餪","nuǎn"
"餫","hún"
"餬","hú"
"餮","tiè"
"餱","hóu"
"餳","táng"
"餳","xíng"
"餵","wèi"
"餼","xì"
"餽","kuì"
"餾","liù"
"餿","sōu"
"饁","yè"
"饃","mó"
"饅","mán"
"饈","xiū"
"饋","kuì"
"饌","zhuàn"
"饎","chì"
"饐","yì"
"饑","jī"
"饒","ráo"
"饔","yōng"
"饕","tāo"
"饗","xiǎng"
"饘","zhān"
"饜","yàn"
"饞","chán"
"饟","xiǎng"
"首","shǒu"
"馗","kuí"
"馘","guó"
"香","xiāng"
"馝","bì"
"馡","fēi"
"馣","yǎn"
"馨","xīn"
"馬","mǎ"
"馭","yù"
"馱","duò"
"馱","tuó"
"馳","chí"
"馴","xún"
"馵","zhù"
"馹","rì"
"駁","bó"
"駃","kuài"
"駉","jiǒng"
"駋","zhāo"
"駐","zhù"
"駑","nú"
"駒","jū"
"駓","pī"
"駔","zǎng"
"駕","jià"
"駗","zhēn"
"駘","tái"
"駙","fù"
"駛","shǐ"
"駜","bì"
"駝","tuó"
"駟","sì"
"駢","pián"
"駪","shēn"
"駬","ěr"
"駭","hài"
"駮","bó"
"駰","yīn"
"駱","luò"
"駴","xiè"
"駸","qīn"
"駾","tuì"
"駿","jùn"
"騁","chěng"
"騂","xīng"
"騄","lù"
"騅","zhuī"
"騆","zhōu"
"騋","lái"
"騎","qí"
"騏","qí"
"騑","fēi"
"騖","wù"
"騙","piàn"
"騠","tí"
"騢","xiá"
"騣","zōng"
"騤","kuí"
"騧","guā"
"騫","qiān"
"騭","zhì"
"騮","liú"
"騰","téng"
"騵","yuán"
"騶","zōu"
"騷","sāo"
"騸","shàn"
"騾","luó"
"驀","mò"
"驁","ào"
"驂","cān"
"驃","piào"
"驄","cōng"
"驅","qū"
"驈","yù"
"驊","huá"
"驌","sù"
"驍","xiāo"
"驒","tuó"
"驕","jiāo"
"驖","tiě"
"驗","yàn"
"驙","zhān"
"驚","jīng"
"驛","yì"
"驟","zòu"
"驢","lǘ"
"驤","xiāng"
"驦","shuāng"
"驩","huān"
"驪","lí"
"驫","biāo"
"骨","gú"
"骨","gǔ"
"骫","wěi"
"骭","gàn"
"骯","āng"
"骰","tóu"
"骱","xiè"
"骷","kū"
"骸","hái"
"骼","gé"
"骾","gěng"
"髀","bì"
"髁","kē"
"髏","lóu"
"髑","dú"
"髒","zāng"
"髓","suǐ"
"體","tǐ"
"髕","bìn"
"髖","kuān"
"高","gāo"
"髟","biāo"
"髡","kūn"
"髣","fǎng"
"髦","máo"
"髫","tiáo"
"髭","zī"
"髮","fà"
"髯","rán"
"髳","máo"
"髹","xiū"
"髽","zhuā"
"鬁","lì"
"鬃","zōng"
"鬅","péng"
"鬆","sōng"
"鬈","quán"
"鬋","jiān"
"鬍","hú"
"鬎","là"
"鬐","qí"
"鬑","lián"
"鬒","zhěn"
"鬗","màn"
"鬙","sēng"
"鬚","xū"
"鬟","huán"
"鬢","bìn"
"鬣","liè"
"鬥","dòu"
"鬧","nào"
"鬨","hòng"
"鬮","jiū"
"鬯","chàng"
"鬱","yù"
"鬲","gé"
"鬷","zōng"
"鬻","yù"
"鬼","guǐ"
"魁","kuí"
"魂","hún"
"魃","bá"
"魄","pò"
"魅","mèi"
"魆","xù"
"魈","xiāo"
"魊","yù"
"魋","tuí"
"魍","wǎng"
"魎","liǎng"
"魏","wèi"
"魑","chī"
"魔","mó"
"魘","yǎn"
"魚","yú"
"魟","gōng"
"魟","hōng"
"魨","tún"
"魯","lǔ"
"魴","fáng"
"魷","yóu"
"鮀","tuó"
"鮆","jì"
"鮐","tái"
"鮑","bào"
"鮒","fù"
"鮓","zhǎ"
"鮚","jié"
"鮞","ér"
"鮨","qí"
"鮪","wěi"
"鮫","jiāo"
"鮭","guī"
"鮮","xiǎn"
"鮮","xiān"
"鮶","jūn"
"鮸","miǎn"
"鮿","zhé"
"鯀","gǔn"
"鯁","gěng"
"鯄","qiú"
"鯈","chóu"
"鯉","lǐ"
"鯊","shā"
"鯔","zī"
"鯖","qīng"
"鯗","xiǎng"
"鯙","chún"
"鯛","diāo"
"鯢","ní"
"鯤","kūn"
"鯥","lù"
"鯧","chāng"
"鯨","jīng"
"鯪","líng"
"鯫","zōu"
"鯽","jì"
"鰆","chūn"
"鰉","huáng"
"鰋","yǎn"
"鰍","qiū"
"鰒","fù"
"鰓","sāi"
"鰜","jiān"
"鰣","shí"
"鰤","shī"
"鰥","guān"
"鰩","yáo"
"鰭","qí"
"鰱","lián"
"鰲","áo"
"鰳","lè"
"鰶","jì"
"鰷","tiáo"
"鰹","jiān"
"鰻","mán"
"鰼","xí"
"鰾","biào"
"鱄","zhuān"
"鱆","zhāng"
"鱈","xuě"
"鱉","biē"
"鱎","jiǎo"
"鱐","sù"
"鱔","shàn"
"鱖","guì"
"鱗","lín"
"鱘","xún"
"鱟","hòu"
"鱠","kuài"
"鱣","zhān"
"鱧","lǐ"
"鱨","cháng"
"鱭","jì"
"鱮","xù"
"鱵","zhēn"
"鱷","è"
"鱸","lú"
"鳥","niǎo"
"鳦","yǐ"
"鳧","fú"
"鳩","jiū"
"鳲","shī"
"鳳","fèng"
"鳴","míng"
"鳶","yuān"
"鳷","zhī"
"鴃","jué"
"鴄","pī"
"鴆","zhèn"
"鴇","bǎo"
"鴈","yàn"
"鴉","yā"
"鴒","líng"
"鴕","tuó"
"鴗","lì"
"鴛","yuān"
"鴝","qú"
"鴞","xiāo"
"鴟","chī"
"鴢","yòu"
"鴣","gū"
"鴥","yù"
"鴦","yāng"
"鴨","yā"
"鴯","ér"
"鴷","liè"
"鴻","hóng"
"鴽","rú"
"鴿","gē"
"鵀","rèn"
"鵁","jiāo"
"鵂","xiū"
"鵑","juān"
"鵒","yù"
"鵓","bó"
"鵜","tí"
"鵝","é"
"鵠","gǔ"
"鵡","wǔ"
"鵩","fú"
"鵪","ān"
"鵬","péng"
"鵰","diāo"
"鵲","què"
"鵵","tù"
"鵷","yuān"
"鵻","zhuī"
"鶇","dōng"
"鶉","chún"
"鶊","gēng"
"鶖","qiū"
"鶘","hú"
"鶚","è"
"鶡","hé"
"鶩","wù"
"鶬","cāng"
"鶯","yīng"
"鶲","wēng"
"鶴","hè"
"鶵","chú"
"鶸","ruò"
"鶹","liú"
"鶺","jí"
"鶻","hú"
"鶼","jiān"
"鷂","yào"
"鷃","yàn"
"鷇","kòu"
"鷓","zhè"
"鷕","yǎo"
"鷖","yī"
"鷗","ōu"
"鷙","zhì"
"鷟","zhuó"
"鷥","sī"
"鷦","jiāo"
"鷩","bì"
"鷫","sù"
"鷭","fán"
"鷯","liáo"
"鷲","jiù"
"鷳","xián"
"鷸","yù"
"鷹","yīng"
"鷺","lù"
"鷽","xué"
"鸇","zhān"
"鸏","méng"
"鸑","yuè"
"鸓","lěi"
"鸕","lú"
"鸚","yīng"
"鸛","guàn"
"鸞","luán"
"鹵","lǔ"
"鹹","xián"
"鹺","cuó"
"鹼","jiǎn"
"鹽","yán"
"鹿","lù"
"麀","yōu"
"麂","jǐ"
"麃","biāo"
"麇","jūn"
"麈","zhǔ"
"麋","mí"
"麑","ní"
"麒","qí"
"麓","lù"
"麗","lí"
"麗","lì"
"麚","jiā"
"麛","mí"
"麝","shè"
"麟","lín"
"麤","cū"
"麥","mài"
"麩","fū"
"麰","móu"
"麵","miàn"
"麻","má"
"麼","me"
"麼","mó"
"麾","huī"
"黃","huáng"
"黈","tǒu"
"黍","shǔ"
"黎","lí"
"黏","nián"
"黑","hēi"
"黔","qián"
"默","mò"
"黛","dài"
"黜","chù"
"黝","yǒu"
"點","diǎn"
"黟","yī"
"黠","xiá"
"黥","qíng"
"黧","lí"
"黨","dǎng"
"黯","àn"
"黰","zhěn"
"黴","méi"
"黶","yǎn"
"黷","dú"
"黹","zhǐ"
"黻","fú"
"黼","fǔ"
"黽","mǐn"
"黿","yuán"
"鼇","áo"
"鼉","tuó"
"鼎","dǐng"
"鼏","mì"
"鼐","nài"
"鼒","zī"
"鼓","gǔ"
"鼕","dōng"
"鼖","fén"
"鼚","chāng"
"鼛","gāo"
"鼠","shǔ"
"鼢","fén"
"鼪","shēng"
"鼫","shí"
"鼯","wú"
"鼴","yǎn"
"鼷","xī"
"鼻","bí"
"鼽","qiú"
"鼾","hān"
"齁","hōu"
"齊","qí"
"齋","zhāi"
"齎","jī"
"齏","jī"
"齒","chǐ"
"齔","chèn"
"齕","hé"
"齜","zī"
"齟","jǔ"
"齠","tiáo"
"齡","líng"
"齣","chū"
"齦","kěn"
"齦","yín"
"齧","niè"
"齪","chuò"
"齬","yǔ"
"齮","yǐ"
"齲","qǔ"
"齶","è"
"齷","wò"
"龍","lóng"
"龐","páng"
"龔","gōng"
"龕","kān"
"龜","guī"
"龠","yuè"
"龢","hé"
"嗀","huò"
