chars,pinyin
"飞","fēi"
"食","shí"
"食","sì"
"飥","tuō"
"飧","sūn"
"飨","xiǎng"
"飶","bì"
"餂","tiǎn"
"餈","cí"
"餍","yàn"
"餐","cān"
"餕","jùn"
"餖","dòu"
"餗","sù"
"餟","zhuì"
"餤","tán"
"餪","nuǎn"
"餫","hún"
"餮","tiè"
"餱","hóu"
"饁","yè"
"饎","chì"
"饐","yì"
"饔","yōng"
"饕","tāo"
"饘","zhān"
"饥","jī"
"饧","táng"
"饧","xíng"
"饨","tún"
"饩","xì"
"饫","yù"
"饬","chì"
"饭","fàn"
"饮","yǐn"
"饯","jiàn"
"饰","shì"
"饱","bǎo"
"饲","sì"
"饴","yí"
"饵","ěr"
"饶","ráo"
"饷","xiǎng"
"饺","jiǎo"
"饼","bǐng"
"饽","bō"
"饿","è"
"馀","yú"
"馁","něi"
"馄","hún"
"馅","xiàn"
"馆","guǎn"
"馈","kuì"
"馊","sōu"
"馋","chán"
"馋","chàn"
"馍","mó"
"馏","liù"
"馐","xiū"
"馒","mán"
"馔","zhuàn"
"首","shǒu"
"馗","kuí"
"馘","guó"
"香","xiāng"
"馝","bì"
"馡","fēi"
"馣","yǎn"
"馨","xīn"
"馵","zhù"
"馹","rì"
"駃","kuài"
"駉","jiǒng"
"駋","zhāo"
"駓","pī"
"駗","zhēn"
"駜","bì"
"駪","shēn"
"駬","ěr"
"駰","yīn"
"駴","xiè"
"駸","qīn"
"駾","tuì"
"騂","xīng"
"騄","lù"
"騆","zhōu"
"騋","lái"
"騑","fēi"
"騠","tí"
"騢","xiá"
"騣","zōng"
"騤","kuí"
"騧","guā"
"騵","yuán"
"驈","yù"
"驌","sù"
"驒","tuó"
"驖","tiě"
"驙","zhān"
"驦","shuāng"
"驩","huān"
"驫","biāo"
"马","mǎ"
"驭","yù"
"驮","duò"
"驮","tuó"
"驯","xún"
"驰","chí"
"驱","qū"
"驳","bó"
"驴","lǘ"
"驵","zǎng"
"驶","shǐ"
"驷","sì"
"驸","fù"
"驹","jū"
"驺","zōu"
"驻","zhù"
"驼","tuó"
"驽","nú"
"驾","jià"
"驿","yì"
"骀","tái"
"骁","xiāo"
"骂","mà"
"骄","jiāo"
"骅","huá"
"骆","luò"
"骇","hài"
"骈","pián"
"骊","lí"
"骋","chěng"
"验","yàn"
"骏","jùn"
"骐","qí"
"骑","qí"
"骓","zhuī"
"骖","cān"
"骗","piàn"
"骘","zhì"
"骚","sāo"
"骛","wù"
"骜","ào"
"骝","liú"
"骞","qiān"
"骟","shàn"
"骠","piào"
"骡","luó"
"骢","cōng"
"骤","zòu"
"骧","xiāng"
"骨","gú"
"骨","gǔ"
"骫","wěi"
"骭","gàn"
"骰","tóu"
"骱","xiè"
"骷","kū"
"骸","hái"
"骼","gé"
"骾","gěng"
"髀","bì"
"髁","kē"
"髅","lóu"
"髋","kuān"
"髌","bìn"
"髑","dú"
"髓","suǐ"
"高","gāo"
"髟","biāo"
"髡","kūn"
"髣","fǎng"
"髦","máo"
"髫","tiáo"
"髭","zī"
"髯","rán"
"髳","máo"
"髹","xiū"
"髽","zhuā"
"鬁","lì"
"鬃","zōng"
"鬅","péng"
"鬈","quán"
"鬋","jiān"
"鬎","là"
"鬐","qí"
"鬑","lián"
"鬒","zhěn"
"鬓","bìn"
"鬗","màn"
"鬙","sēng"
"鬟","huán"
"鬣","liè"
"鬯","chàng"
"鬲","gé"
"鬷","zōng"
"鬻","yù"
"鬼","guǐ"
"魁","kuí"
"魂","hún"
"魃","bá"
"魄","pò"
"魅","mèi"
"魆","xù"
"魇","yǎn"
"魈","xiāo"
"魉","liǎng"
"魊","yù"
"魋","tuí"
"魍","wǎng"
"魏","wèi"
"魑","chī"
"魔","mó"
"魟","gōng"
"魟","hōng"
"鮀","tuó"
"鮆","jì"
"鮓","zhǎ"
"鮨","qí"
"鮶","jūn"
"鮸","miǎn"
"鮿","zhé"
"鯄","qiú"
"鯈","chóu"
"鯙","chún"
"鯥","lù"
"鰆","chūn"
"鰋","yǎn"
"鰜","jiān"
"鰤","shī"
"鰶","jì"
"鰼","xí"
"鱄","zhuān"
"鱆","zhāng"
"鱎","jiǎo"
"鱐","sù"
"鱠","kuài"
"鱣","zhān"
"鱨","cháng"
"鱮","xù"
"鱵","zhēn"
"鱼","yú"
"鱿","yóu"
"鲁","lǔ"
"鲂","fáng"
"鲈","lú"
"鲋","fù"
"鲍","bào"
"鲎","hòu"
"鲐","tái"
"鲑","guī"
"鲒","jié"
"鲔","wěi"
"鲕","ér"
"鲚","jì"
"鲛","jiāo"
"鲜","xiǎn"
"鲜","xiān"
"鲞","xiǎng"
"鲟","xún"
"鲠","gěng"
"鲢","lián"
"鲣","jiān"
"鲤","lǐ"
"鲥","shí"
"鲦","tiáo"
"鲧","gǔn"
"鲨","shā"
"鲫","jì"
"鲭","qīng"
"鲮","líng"
"鲰","zōu"
"鲲","kūn"
"鲳","chāng"
"鲵","ní"
"鲷","diāo"
"鲸","jīng"
"鲻","zī"
"鳃","sāi"
"鳄","è"
"鳅","qiū"
"鳆","fù"
"鳇","huáng"
"鳌","áo"
"鳍","qí"
"鳏","guān"
"鳐","yáo"
"鳓","lè"
"鳔","biào"
"鳕","xuě"
"鳖","biē"
"鳗","mán"
"鳜","guì"
"鳝","shàn"
"鳞","lín"
"鳢","lǐ"
"鳦","yǐ"
"鳲","shī"
"鳷","zhī"
"鴄","pī"
"鴈","yàn"
"鴗","lì"
"鴞","xiāo"
"鴢","yòu"
"鴥","yù"
"鴷","liè"
"鴽","rú"
"鵀","rèn"
"鵁","jiāo"
"鵩","fú"
"鵵","tù"
"鵷","yuān"
"鵻","zhuī"
"鶊","gēng"
"鶖","qiū"
"鶡","hé"
"鶬","cāng"
"鶲","wēng"
"鶵","chú"
"鶹","liú"
"鷃","yàn"
"鷇","kòu"
"鷕","yǎo"
"鷖","yī"
"鷟","zhuó"
"鷩","bì"
"鷫","sù"
"鸇","zhān"
"鸏","méng"
"鸑","yuè"
"鸓","lěi"
"鸟","niǎo"
"鸠","jiū"
"鸡","jī"
"鸢","yuān"
"鸣","míng"
"鸥","ōu"
"鸦","yā"
"鸨","bǎo"
"鸩","dān"
"鸩","zhèn"
"鸪","gū"
"鸫","dōng"
"鸬","lú"
"鸭","yā"
"鸯","yāng"
"鸱","chī"
"鸲","qú"
"鸳","yuān"
"鸵","tuó"
"鸶","sī"
"鸷","zhì"
"鸸","ér"
"鸺","xiū"
"鸽","gē"
"鸾","luán"
"鸿","hóng"
"鹁","bó"
"鹃","juān"
"鹄","gǔ"
"鹅","é"
"鹆","yù"
"鹇","xián"
"鹈","tí"
"鹉","wǔ"
"鹊","què"
"鹌","ān"
"鹏","péng"
"鹑","chún"
"鹕","hú"
"鹗","è"
"鹘","hú"
"鹜","wù"
"鹞","yào"
"鹣","jiān"
"鹤","hè"
"鹦","yīng"
"鹧","zhè"
"鹩","liáo"
"鹪","jiāo"
"鹫","jiù"
"鹬","yù"
"鹭","lù"
"鹰","yīng"
"鹳","guàn"
"鹾","cuó"
"鹿","lù"
"麀","yōu"
"麂","jǐ"
"麃","biāo"
"麇","jūn"
"麈","zhǔ"
"麋","mí"
"麑","ní"
"麒","qí"
"麓","lù"
"麚","jiā"
"麛","mí"
"麝","shè"
"麟","lín"
"麤","cū"
"麦","mài"
"麰","móu"
"麸","fū"
"麻","má"
"麾","huī"
"黄","huáng"
"黈","tǒu"
"黍","shǔ"
"黎","lí"
"黏","nián"
"黑","hēi"
"黔","qián"
"默","mò"
"黛","dài"
"黜","chù"
"黝","yǒu"
"黟","yī"
"黠","xiá"
"黥","qíng"
"黧","lí"
"黩","dú"
"黯","àn"
"黰","zhěn"
"黶","yǎn"
"黹","zhǐ"
"黻","fú"
"黼","fǔ"
"黾","mǐn"
"鼋","yuán"
"鼍","tuó"
"鼎","dǐng"
"鼏","mì"
"鼐","nài"
"鼒","zī"
"鼓","gǔ"
"鼕","dōng"
"鼖","fén"
"鼚","chāng"
"鼛","gāo"
"鼠","shǔ"
"鼢","fén"
"鼪","shēng"
"鼫","shí"
"鼯","wú"
"鼷","xī"
"鼹","yǎn"
"鼻","bí"
"鼽","qiú"
"鼾","hān"
"齁","hōu"
"齎","jī"
"齐","qí"
"齑","jī"
"齕","hé"
"齮","yǐ"
"齶","è"
"齿","chǐ"
"龀","chèn"
"龃","jǔ"
"龄","líng"
"龆","tiáo"
"龇","zī"
"龈","kěn"
"龈","yín"
"龉","yǔ"
"龊","chuò"
"龋","qǔ"
"龌","wò"
"龙","lóng"
"龚","gōng"
"龛","kān"
"龟","guī"
"龠","yuè"
"嗀","huò"
