han,chars
"thân","榇"
"thân","珅"
"thân","申"
"thân","砷"
"thân","绅"
"thân","胂"
"thân","衬"
"thân","身"
"thấn","亲"
"thấn","殡"
"thần","唇"
"thần","娠"
"thần","宸"
"thần","晨"
"thần","漘"
"thần","神"
"thần","臣"
"thần","蜃"
"thần","辰"
"thản","坦"
"thản","毯"
"thẩn","哂"
"thẩn","矧"
"thận","娠"
"thận","慎"
"thận","肾"
"thận","蜃"
"thang","汤"
"thang","烫"
"thang","膛"
"thang","趟"
"thang","铴"
"thang","镗"
"thăng","升"
"thăng","塍"
"thắng","滕"
"thắng","胜"
"thắng","賸"
"thằng","渑"
"thằng","绳"
"thằng","衎"
"thảng","倘"
"thảng","傥"
"thảng","帑"
"thảng","徜"
"thảng","淌"
"thảng","趟"
"thảng","躺"
"thảng","铴"
"thặng","乘"
"thặng","剩"
"thặng","嵊"
"thặng","賸"
"thặng","蹭"
"thanh","倩"
"thanh","圊"
"thanh","声"
"thanh","清"
"thanh","菁"
"thanh","蜻"
"thanh","青"
"thanh","鲭"
"thánh","呧"
"thánh","圣"
"thánh","殍"
"thành","城"
"thành","成"
"thành","盛"
"thành","诚"
"thao","叨"
"thao","叼"
"thao","噪"
"thao","幧"
"thao","弢"
"thao","慆"
"thao","操"
"thao","洮"
"thao","滔"
"thao","澡"
"thao","縚"
"thao","绦"
"thao","舀"
"thao","躁"
"thao","韬"
"thao","饕"
"tháo","慥"
"tháo","糙"
"thảo","丱"
"thảo","艸"
"thảo","艹"
"thảo","草"
"thảo","讨"
"tháp","嗒"
"tháp","塌"
"tháp","塔"
"tháp","拓"
"tháp","插"
"tháp","榻"
"tháp","漯"
"tháp","褟"
"tháp","遢"
"tháp","闒"
"tháp","鞳"
"tháp","鳎"
"thấp","湿"
"thấp","磃"
"thấp","隰"
"thạp","遢"
"thạp","錔"
"thập","〓"
"thập","什"
"thập","十"
"thập","拾"
"thập","葚"
"thát","挞"
"thát","獭"
"thát","闼"
"thát","鞑"
"thất","〧"
"thất","七"
"thất","匹"
"thất","失"
"thất","室"
"thất","柒"
"thất","轶"
"thật","实"
"thật","寔"
"thâu","偷"
"thâu","输"
"thâu","逾"
"thâu","锹"
"thấu","凑"
"thấu","嗽"
"thấu","漱"
"thấu","腠"
"thấu","裋"
"thấu","辏"
"thấu","透"
"thê","凄"
"thê","妻"
"thê","栖"
"thê","梯"
"thê","睇"
"thê","萋"
"thê","郪"
"thê","锑"
"thế","世"
"thế","僭"
"thế","剃"
"thế","势"
"thế","屉"
"thế","替"
"thế","沏"
"thế","涕"
"thế","砌"
"thế","贳"
"thế","鬄"
"thể","体"
"thể","彩"
"thể","醍"
"thệ","筮"
"thệ","誓"
"thệ","逝"
"thi","匙"
"thi","尸"
"thi","施"
"thi","絁"
"thi","葹"
"thi","蓍"
"thi","诗"
"thi","鳲"
"thi","鼭"
"thí","啻"
"thí","屁"
"thí","弑"
"thí","弛"
"thí","譬"
"thí","试"
"thì","匙"
"thì","埘"
"thì","时"
"thì","莳"
"thì","鲥"
"thỉ","始"
"thỉ","屎"
"thỉ","矢"
"thỉ","舐"
"thỉ","豕"
"thị","侍"
"thị","嗜"
"thị","市"
"thị","恃"
"thị","是"
"thị","柿"
"thị","氏"
"thị","示"
"thị","视"
"thị","諟"
"thị","豉"
"thị","铈"
"thích","倜"
"thích","刺"
"thích","剌"
"thích","喇"
"thích","奭"
"thích","惕"
"thích","戚"
"thích","槭"
"thích","碛"
"thích","螫"
"thích","裼"
"thích","襫"
"thích","踢"
"thích","蹙"
"thích","适"
"thích","释"
"thích","鏚"
"thích","鬎"
"thiêm","佥"
"thiêm","抯"
"thiêm","添"
"thiêm","狒"
"thiêm","瑊"
"thiêm","痁"
"thiêm","签"
"thiêm","苫"
"thiêm","薟"
"thiêm","詹"
"thiềm","檐"
"thiềm","蟾"
"thiểm","剡"
"thiểm","忝"
"thiểm","睒"
"thiểm","舔"
"thiểm","闪"
"thiểm","陕"
"thiểm","餂"
"thiệm","掭"
"thiệm","苫"
"thiệm","赡"
"thiên","〓"
"thiên","仟"
"thiên","偏"
"thiên","千"
"thiên","天"
"thiên","奷"
"thiên","忏"
"thiên","扁"
"thiên","扦"
"thiên","搧"
"thiên","篇"
"thiên","膻"
"thiên","芊"
"thiên","跹"
"thiên","迁"
"thiên","镏"
"thiên","阡"
"thiến","倩"
"thiến","挭"
"thiến","挼"
"thiến","瑱"
"thiến","茜"
"thiến","蒨"
"thiến","骟"
"thiền","单"
"thiền","婵"
"thiền","澶"
"thiền","禅"
"thiền","蝉"
"thiền","鋋"
"thiển","浅"
"thiển","溅"
"thiển","腆"
"thiển","见"
"thiện","亶"
"thiện","单"
"thiện","善"
"thiện","墠"
"thiện","墡"
"thiện","嬗"
"thiện","擅"
"thiện","禅"
"thiện","缮"
"thiện","膳"
"thiện","膻"
"thiện","蟺"
"thiện","鄯"
"thiện","鳝"
"thiếp","妾"
"thiếp","帖"
"thiếp","怗"
"thiếp","浃"
"thiếp","湝"
"thiếp","贴"
"thiếp","跏"
"thiếp","踥"
"thiếp","霎"
"thiếp","韘"
"thiệp","帖"
"thiệp","惬"
"thiệp","歙"
"thiệp","涉"
"thiết","僭"
"thiết","切"
"thiết","砌"
"thiết","窃"
"thiết","设"
"thiết","铁"
"thiết","餮"
"thiết","驖"
"thiệt","揲"
"thiệt","舌"
"thiêu","劁"
"thiêu","幧"
"thiêu","悄"
"thiêu","挑"
"thiêu","烧"
"thiêu","祧"
"thiêu","锹"
"thiếu","少"
"thiếu","眺"
"thiếu","粜"
"thiều","岧"
"thiều","笤"
"thiều","苕"
"thiều","轺"
"thiều","迢"
"thiều","韶"
"thiều","髫"
"thiều","龆"
"thiểu","少"
"thiểu","悄"
"thiểu","愀"
"thiểu","瞅"
"thiểu","脁"
"thiệu","劭"
"thiệu","卲"
"thiệu","召"
"thiệu","昭"
"thiệu","绍"
"thiệu","邵"
"thìn","辰"
"thinh","厅"
"thinh","汀"
"thính","听"
"thính","蓩"
"thính","蔪"
"thỉnh","请"
"thịnh","盛"
"thô","粗"
"thô","觕"
"thô","麤"
"thố","兔"
"thố","厝"
"thố","堍"
"thố","措"
"thố","醋"
"thỏ","兔"
"thỏ","菟"
"thổ","吐"
"thổ","土"
"thổ","钍"
"thọ","寿"
"thoa","叉"
"thoa","杈"
"thoa","梭"
"thoa","汊"
"thoa","蓑"
"thoa","钗"
"thoá","唾"
"thoả","妥"
"thoả","庹"
"thoả","椭"
"thoả","毲"
"thoả","脞"
"thoái","蜕"
"thoái","褪"
"thoái","退"
"thoải","梴"
"thoại","话"
"thoan","悛"
"thoan","捘"
"thoan","湍"
"thoan","皴"
"thoan","竣"
"thoan","逡"
"thoán","彖"
"thoán","撺"
"thoán","爨"
"thoán","窜"
"thoản","汆"
"thoản","蹿"
"thoát","梲"
"thoát","脱"
"thoát","鄀"
"thốc","倏"
"thốc","嗾"
"thốc","澌"
"thốc","眑"
"thốc","秃"
"thốc","簇"
"thốc","蔟"
"thốc","镞"
"thốc","鷟"
"thôi","催"
"thôi","崔"
"thôi","悊"
"thôi","推"
"thôi","摧"
"thôi","榱"
"thôi","榷"
"thôi","璀"
"thôi","芼"
"thôi","蓷"
"thôi","鬟"
"thối","倅"
"thối","啐"
"thối","淬"
"thối","焠"
"thối","璀"
"thối","腿"
"thối","退"
"thời","埘"
"thời","时"
"thời","暊"
"thời","稹"
"thôn","刌"
"thôn","吞"
"thôn","扴"
"thôn","暾"
"thôn","村"
"thốn","寸"
"thốn","褪"
"thỗn","忖"
"thổn","刌"
"thổn","忖"
"thổn","汆"
"thộn","汆"
"thông","匆"
"thông","囟"
"thông","囱"
"thông","熜"
"thông","璁"
"thông","痌"
"thông","聪"
"thông","葱"
"thông","通"
"thông","骢"
"thống","痛"
"thống","统"
"thống","聇"
"thổng","捅"
"thốt","悴"
"thốt","抮"
"thốt","猝"
"thốt","瘁"
"thốt","谇"
"thu","啾"
"thu","愀"
"thu","揪"
"thu","揫"
"thu","摅"
"thu","收"
"thu","楸"
"thu","秋"
"thu","萩"
"thu","锹"
"thu","闒"
"thu","騇"
"thu","鳅"
"thu","鶖"
"thú","兽"
"thú","娶"
"thú","戌"
"thú","戍"
"thú","抩"
"thú","狩"
"thú","趣"
"thù","仇"
"thù","侏"
"thù","殊"
"thù","殳"
"thù","洙"
"thù","茱"
"thù","蛛"
"thù","酬"
"thù","铢"
"thù","雠"
"thủ","取"
"thủ","守"
"thủ","手"
"thủ","扌"
"thủ","才"
"thủ","抩"
"thủ","掱"
"thủ","艏"
"thủ","首"
"thư","书"
"thư","咀"
"thư","姐"
"thư","狙"
"thư","疵"
"thư","疽"
"thư","纾"
"thư","罝"
"thư","舒"
"thư","苴"
"thư","葅"
"thư","蛆"
"thư","趄"
"thư","跐"
"thư","雌"
"thư","雎"
"thư","龃"
"thụ","受"
"thụ","售"
"thụ","授"
"thụ","树"
"thụ","澍"
"thụ","竖"
"thụ","绶"
"thụ","裋"
"thứ","伾"
"thứ","刺"
"thứ","庶"
"thứ","恕"
"thứ","恣"
"thứ","摭"
"thứ","栨"
"thứ","次"
"thứ","沮"
"thứ","觑"
"thứ","鹧"
"thừ","蜍"
"thử","佧"
"thử","暑"
"thử","曙"
"thử","此"
"thử","泚"
"thử","癙"
"thử","髭"
"thử","黍"
"thử","鼠"
"thử","龇"
"thự","墅"
"thự","曙"
"thự","署"
"thự","薯"
"thừa","丞"
"thừa","乘"
"thừa","承"
"thuân","悛"
"thuân","皴"
"thuân","竣"
"thuân","輴"
"thuân","逡"
"thuấn","瞬"
"thuấn","舜"
"thuần","沌"
"thuần","淳"
"thuần","纯"
"thuần","膞"
"thuần","莼"
"thuần","醇"
"thuần","錞"
"thuần","鹑"
"thuẫn","盾"
"thuẫn","遁"
"thuận","顺"
"thuật","术"
"thuật","沭"
"thuật","秫"
"thuật","述"
"thuật","鉥"
"thúc","倏"
"thúc","叔"
"thúc","束"
"thúc","涑"
"thúc","綀"
"thúc","菽"
"thục","俶"
"thục","刺"
"thục","垫"
"thục","塾"
"thục","孰"
"thục","淑"
"thục","湜"
"thục","熟"
"thục","竁"
"thục","菽"
"thục","蜀"
"thục","赎"
"thục","躅"
"thức","式"
"thức","忑"
"thức","拭"
"thức","识"
"thức","轼"
"thực","埴"
"thực","实"
"thực","寔"
"thực","植"
"thực","殖"
"thực","蚀"
"thực","食"
"thuế","帨"
"thuế","毳"
"thuế","税"
"thuế","蜕"
"thuế","说"
"thung","从"
"thung","慵"
"thung","桩"
"thung","棕"
"thung","椿"
"thung","焥"
"thung","瑽"
"thung","肿"
"thung","舂"
"thung","苁"
"thùng","唶"
"thũng","肿"
"thuốc","諨"
"thuộc","属"
"thước","媬"
"thước","烁"
"thước","碏"
"thước","轹"
"thước","铄"
"thước","鹊"
"thược","仑"
"thược","勺"
"thược","吁"
"thược","尥"
"thược","彴"
"thược","扚"
"thược","杓"
"thược","汋"
"thược","瀹"
"thược","爚"
"thược","芍"
"thược","鈅"
"thược","钥"
"thược","龠"
"thương","仓"
"thương","伤"
"thương","伧"
"thương","呛"
"thương","商"
"thương","嘀"
"thương","怆"
"thương","戕"
"thương","斨"
"thương","昑"
"thương","枪"
"thương","殇"
"thương","沧"
"thương","炄"
"thương","瑲"
"thương","舱"
"thương","苍"
"thương","觞"
"thương","跄"
"thương","蹡"
"thương","锖"
"thương","锵"
"thương","鶬"
"thướng","上"
"thướng","呛"
"thướng","跄"
"thường","偿"
"thường","嫦"
"thường","尝"
"thường","常"
"thường","徜"
"thường","裳"
"thường","鱨"
"thưởng","抢"
"thưởng","晌"
"thưởng","赏"
"thượng","上"
"thượng","妴"
"thượng","尚"
"thượng","躺"
"thứu","甃"
"thứu","鹫"
"thuý","綷"
"thuý","翠"
"thuý","脆"
"thuý","邃"
"thuỳ","垂"
"thuỳ","棰"
"thuỳ","缍"
"thuỳ","谁"
"thuỳ","陲"
"thuỷ","始"
"thuỷ","尒"
"thuỷ","水"
"thuỷ","氵"
"thuỵ","瑞"
"thuỵ","睡"
"thuỵ","谥"
"thuyên","侁"
"thuyên","全"
"thuyên","拴"
"thuyên","栓"
"thuyên","痊"
"thuyên","筌"
"thuyên","脧"
"thuyên","荃"
"thuyên","诠"
"thuyên","跧"
"thuyên","辁"
"thuyên","遄"
"thuyên","醛"
"thuyên","铨"
"thuyên","镌"
"thuyên","闩"
"thuyền","船"
"thuyết","说"
"ti","丝"
"ti","偲"
"ti","卑"
"ti","司"
"ti","啤"
"ti","澌"
"ti","畀"
"ti","缌"
"ti","罳"
"ti","虒"
"ti","谘"
"ti","赀"
"ti","颸"
"ti","鸶"
"ti","鼒"
"ti","鼶"
"tí","媲"
"tí","庇"
"tí","淠"
"tí","渍"
"tí","畀"
"tí","痹"
"tí","眦"
"tí","胔"
"tí","臂"
"tí","訾"
"tì","卑"
"tì","婢"
"tì","媲"
"tì","枇"
"tì","毗"
"tì","琵"
"tì","疵"
"tì","痹"
"tì","睥"
"tì","砒"
"tì","篦"
"tì","脾"
"tì","茨"
"tì","萆"
"tì","蚍"
"tì","裨"
"tì","貔"
"tì","髭"
"tỉ","俾"
"tỉ","啤"
"tỉ","囥"
"tỉ","妏"
"tỉ","姊"
"tỉ","姒"
"tỉ","宎"
"tỉ","屣"
"tỉ","弢"
"tỉ","徙"
"tỉ","忐"
"tỉ","枇"
"tỉ","枲"
"tỉ","比"
"tỉ","毗"
"tỉ","汜"
"tỉ","泚"
"tỉ","玺"
"tỉ","秭"
"tỉ","纰"
"tỉ","耔"
"tỉ","耜"
"tỉ","芘"
"tỉ","葸"
"tỉ","蓰"
"tị","俾"
"tị","劓"
"tị","圮"
"tị","圯"
"tị","巳"
"tị","避"
"tị","鼻"
"tía","爹"
"tích","僻"
"tích","劈"
"tích","惜"
"tích","擗"
"tích","昔"
"tích","晰"
"tích","析"
"tích","泻"
"tích","浙"
"tích","淅"
"tích","滴"
"tích","瘠"
"tích","癖"
"tích","皙"
"tích","碛"
"tích","积"
"tích","绩"
"tích","脊"
"tích","腊"
"tích","舄"
"tích","蜥"
"tích","裼"
"tích","襞"
"tích","躄"
"tích","辟"
"tích","迹"
"tích","锡"
"tích","霹"
"tích","鶺"
"tịch","僻"
"tịch","夕"
"tịch","寂"
"tịch","席"
"tịch","汐"
"tịch","澼"
"tịch","甓"
"tịch","矽"
"tịch","穸"
"tịch","籍"
"tịch","藉"
"tịch","辟"
"tịch","釽"
"tịch","霹"
"tiêm","尖"
"tiêm","攕"
"tiêm","櫼"
"tiêm","歼"
"tiêm","签"
"tiêm","纤"
"tiêm","銛"
"tiêm","韱"
"tiếm","僭"
"tiếm","谮"
"tiềm","潜"
"tiềm","灊"
"tiệm","堑"
"tiệm","崭"
"tiệm","渐"
"tiên","仙"
"tiên","仚"
"tiên","先"
"tiên","奾"
"tiên","屳"
"tiên","戋"
"tiên","楩"
"tiên","氙"
"tiên","浅"
"tiên","涎"
"tiên","湔"
"tiên","溅"
"tiên","煎"
"tiên","笺"
"tiên","箯"
"tiên","籼"
"tiên","跹"
"tiên","铣"
"tiên","鞭"
"tiên","鞯"
"tiên","鬋"
"tiên","鲜"
"tiến","洊"
"tiến","箭"
"tiến","荐"
"tiến","进"
"tiến","鞯"
"tiền","前"
"tiền","湔"
"tiền","癣"
"tiền","钱"
"tiễn","剪"
"tiễn","揃"
"tiễn","溅"
"tiễn","煎"
"tiễn","獮"
"tiễn","箭"
"tiễn","翦"
"tiễn","諓"
"tiễn","谫"
"tiễn","践"
"tiễn","錂"
"tiễn","饯"
"tiễn","鬋"
"tiển","俴"
"tiển","剪"
"tiển","尟"
"tiển","戬"
"tiển","燹"
"tiển","獮"
"tiển","癣"
"tiển","筅"
"tiển","羡"
"tiển","藓"
"tiển","跣"
"tiển","铣"
"tiển","鲜"
"tiện","便"
"tiện","羡"
"tiện","贱"
"tiếp","屉"
"tiếp","接"
"tiếp","楫"
"tiếp","浃"
"tiếp","燮"
"tiệp","倢"
"tiệp","婕"
"tiệp","屧"
"tiệp","捷"
"tiệp","疌"
"tiệp","睫"
"tiệp","箑"
"tiệp","躞"
"tiết","亵"
"tiết","卩"
"tiết","契"
"tiết","媟"
"tiết","屑"
"tiết","嶭"
"tiết","栉"
"tiết","楔"
"tiết","泄"
"tiết","泌"
"tiết","渫"
"tiết","疖"
"tiết","绁"
"tiết","节"
"tiết","薛"
"tiệt","截"
"tiêu","俏"
"tiêu","僬"
"tiêu","宵"
"tiêu","屑"
"tiêu","峭"
"tiêu","憔"
"tiêu","杓"
"tiêu","标"
"tiêu","梢"
"tiêu","椒"
"tiêu","消"
"tiêu","溧"
"tiêu","潇"
"tiêu","焦"
"tiêu","燋"
"tiêu","猋"
"tiêu","瞧"
"tiêu","硝"
"tiêu","礁"
"tiêu","票"
"tiêu","箫"
"tiêu","绡"
"tiêu","翛"
"tiêu","肖"
"tiêu","萧"
"tiêu","蕉"
"tiêu","蛸"
"tiêu","蠨"
"tiêu","谯"
"tiêu","逍"
"tiêu","醮"
"tiêu","鐎"
"tiêu","销"
"tiêu","镖"
"tiêu","镳"
"tiêu","霄"
"tiêu","鞘"
"tiêu","飙"
"tiêu","髟"
"tiêu","魈"
"tiêu","鹪"
"tiêu","麃"
"tiếu","俏"
"tiếu","哨"
"tiếu","帩"
"tiếu","摽"
"tiếu","瘭"
"tiếu","笑"
"tiếu","肖"
"tiếu","诮"
"tiếu","谯"
"tiếu","醮"
"tiếu","釂"
"tiều","憔"
"tiều","樵"
"tiều","瞧"
"tiều","礁"
"tiều","蘸"
"tiễu","剿"
"tiễu","峭"
"tiễu","悄"
"tiễu","诮"
"tiểu","小"
"tiểu","筱"
"tiểu","謏"
"tín","信"
"tín","囟"
"tinh","并"
"tinh","惺"
"tinh","旌"
"tinh","星"
"tinh","晶"
"tinh","猩"
"tinh","睛"
"tinh","精"
"tinh","腥"
"tinh","菁"
"tinh","蜻"
"tinh","騂"
"tinh","鶄"
"tinh","鼱"
"tính","姓"
"tính","并"
"tính","性"
"tính","狌"
"tình","情"
"tình","晴"
"tình","氰"
"tình","睛"
"tĩnh","睁"
"tĩnh","竫"
"tĩnh","靖"
"tĩnh","静"
"tỉnh","丼"
"tỉnh","井"
"tỉnh","惺"
"tỉnh","擤"
"tỉnh","省"
"tỉnh","醒"
"tỉnh","阱"
"tịnh","净"
"tịnh","并"
"tịnh","碰"
"tịnh","阱"
"tịnh","靓"
"tịnh","靖"
"tô","租"
"tô","稣"
"tô","苏"
"tô","酥"
"tố","做"
"tố","嗉"
"tố","塑"
"tố","愫"
"tố","愬"
"tố","溯"
"tố","素"
"tố","藈"
"tố","诉"
"tồ","徂"
"tồ","殂"
"tổ","祖"
"tổ","组"
"tổ","诅"
"tộ","怍"
"tộ","祚"
"tộ","胙"
"tộ","阼"
"toa","唆"
"toa","桫"
"toa","矬"
"toa","莎"
"toà","嶂"
"toà","痤"
"toả","唢"
"toả","挫"
"toả","琐"
"toả","脞"
"toả","莝"
"toả","锁"
"toả","锉"
"toạ","吙"
"toạ","坐"
"toạ","座"
"toạ","挫"
"toạ","锉"
"toái","碎"
"toái","谇"
"toại","檖"
"toại","燧"
"toại","遂"
"toại","邃"
"toại","隧"
"toan","狻"
"toan","酸"
"toán","攥"
"toán","爨"
"toán","瓒"
"toán","筭"
"toán","算"
"toán","蒜"
"toán","钻"
"toàn","全"
"toàn","拴"
"toàn","攒"
"toàn","旋"
"toàn","璇"
"toàn","芛"
"toàn","荃"
"toàn","躜"
"toàn","钻"
"toản","攒"
"toản","瓒"
"toản","篡"
"toản","簨"
"toản","纂"
"toản","缵"
"toản","趱"
"toản","酇"
"toản","钻"
"toánh","颍"
"toát","嘬"
"toát","撮"
"toát","蕝"
"tốc","簌"
"tốc","蔌"
"tốc","觫"
"tốc","谡"
"tốc","速"
"tốc","餗"
"tộc","嗾"
"tộc","族"
"tôi","淬"
"tối","晬"
"tối","最"
"tối","蕞"
"tối","谇"
"tồi","摧"
"tội","罪"
"tôn","孙"
"tôn","宗"
"tôn","尊"
"tôn","嶟"
"tôn","撙"
"tôn","樽"
"tôn","狲"
"tôn","荪"
"tôn","蹲"
"tôn","飧"
"tốn","噀"
"tốn","巽"
"tốn","撰"
"tốn","粽"
"tốn","逊"
"tốn","馔"
"tồn","存"
"tồn","洊"
"tồn","荐"
"tồn","蹲"
"tỗn","撙"
"tỗn","鐏"
"tỗn","鳟"
"tổn","损"
"tổn","撙"
"tòng","从"
"tông","宗"
"tông","嵕"
"tông","悰"
"tông","松"
"tông","棕"
"tông","淙"
"tông","琮"
"tông","粽"
"tông","综"
"tông","騣"
"tông","鬃"
"tông","鬷"
"tống","宋"
"tống","粽"
"tống","综"
"tống","送"
"tổng","偬"
"tổng","总"
"tổng","摠"
"tổng","综"
"tốt","卒"
"tốt","崒"
"tốt","捽"
"tốt","窣"
"tra","吒"
"tra","喳"
"tra","查"
"tra","楂"
"tra","槎"
"tra","樝"
"tra","渣"
"tra","砟"
"tra","蹅"
"tra","鳿"
"tra","齇"
"trá","吒"
"trá","榨"
"trá","溠"
"trá","痄"
"trá","诈"
"trà","搽"
"trà","茶"
"trả","鮓"
"trác","倬"
"trác","卓"
"trác","啄"
"trác","斮"
"trác","斲"
"trác","桌"
"trác","棹"
"trác","椓"
"trác","浞"
"trác","涿"
"trác","焯"
"trác","琢"
"trác","翟"
"trác","诼"
"trác","趠"
"trác","逴"
"trắc","仄"
"trắc","侧"
"trắc","庂"
"trắc","恻"
"trắc","昃"
"trắc","测"
"trắc","睩"
"trắc","稙"
"trắc","陟"
"trạc","戳"
"trạc","擢"
"trạc","棹"
"trạc","浞"
"trạc","濯"
"trạc","璈"
"trạc","镯"
"trạc","鷟"
"trách","咋"
"trách","啧"
"trách","帻"
"trách","榨"
"trách","渍"
"trách","碛"
"trách","磔"
"trách","窄"
"trách","笮"
"trách","箦"
"trách","舴"
"trách","蚱"
"trách","责"
"trách","赜"
"trách","迮"
"trách","駜"
"trạch","宅"
"trạch","择"
"trạch","泽"
"trai","斋"
"trái","债"
"trái","责"
"trãi","豸"
"trải","菙"
"trải","萴"
"trải","葺"
"trại","寨"
"trại","砦"
"trám","蘸"
"trám","赚"
"tràm","葀"
"tràm","蔇"
"trâm","簪"
"trấm","揕"
"trấm","擨"
"trấm","谮"
"trấm","酖"
"trấm","鸩"
"trầm","沈"
"trầm","沉"
"trẫm","朕"
"trảm","斩"
"trẩm","枕"
"trẩm","沉"
"trạm","堑"
"trạm","湛"
"trạm","砧"
"trạm","站"
"trán","绽"
"trân","珍"
"trăn","榛"
"trăn","溱"
"trăn","獉"
"trăn","臻"
"trăn","蓁"
"trấn","镇"
"trần","尘"
"trần","陈"
"trản","琖"
"trản","盏"
"trẩn","缜"
"trẩn","赈"
"trận","阵"
"trang","奘"
"trang","妆"
"trang","庄"
"trang","梉"
"trang","装"
"tráng","壮"
"tráng","戆"
"tráng","赣"
"tràng","场"
"tràng","幢"
"tràng","撞"
"tràng","肠"
"trạng","状"
"tranh","争"
"tranh","峥"
"tranh","挣"
"tranh","橙"
"tranh","狰"
"tranh","琤"
"tranh","睁"
"tranh","筝"
"tranh","诤"
"tranh","趟"
"tranh","铮"
"tranh","静"
"tránh","帧"
"tránh","挣"
"tránh","诤"
"trành","伥"
"trành","枨"
"trao","嘲"
"tráo","笊"
"tráo","罩"
"trào","嘲"
"trào","晁"
"trào","朝"
"trào","潮"
"trảo","找"
"trảo","抓"
"trảo","爪"
"trảo","爫"
"trạo","棹"
"trạo","罩"
"tráp","札"
"tráp","臿"
"tráp","锸"
"trấp","廿"
"trấp","戢"
"trấp","汁"
"trấp","蕺"
"trập","絷"
"trập","蛰"
"trát","扎"
"trát","札"
"trát","眨"
"trát","轧"
"trát","铡"
"trất","栉"
"trất","桎"
"trất","窒"
"trất","銍"
"trật","帙"
"trật","秩"
"trật","紩"
"trật","跌"
"trâu","刍"
"trâu","皱"
"trâu","绉"
"trâu","邹"
"trâu","雏"
"trể","滓"
"trệ","彘"
"trệ","滞"
"tri","淄"
"tri","甾"
"tri","知"
"tri","缁"
"tri","菑"
"tri","蜘"
"tri","辎"
"tri","锱"
"tri","鲻"
"trí","寘"
"trí","智"
"trí","置"
"trí","致"
"trì","坻"
"trì","墀"
"trì","弛"
"trì","持"
"trì","池"
"trì","治"
"trì","箎"
"trì","篪"
"trì","茌"
"trì","褫"
"trì","踟"
"trì","迟"
"trì","驰"
"trĩ","峙"
"trĩ","痔"
"trĩ","稚"
"trĩ","稛"
"trĩ","緟"
"trĩ","耜"
"trĩ","豸"
"trĩ","雉"
"trị","值"
"trị","剚"
"trị","治"
"trị","胾"
"trích","摘"
"trích","擿"
"trích","滴"
"trích","谪"
"trịch","掷"
"trịch","踯"
"trịch","蹢"
"triêm","撏"
"triêm","歼"
"triêm","沾"
"triền","廛"
"triền","瀍"
"triền","缠"
"triền","躔"
"triển","展"
"triển","搌"
"triển","碾"
"triển","辗"
"triện","彖"
"triện","瑑"
"triện","篆"
"triếp","慑"
"triếp","讋"
"triếp","辄"
"triệp","摺"
"triệp","讋"
"triết","哲"
"triết","折"
"triết","晰"
"triết","蜇"
"triết","辙"
"triệt","屮"
"triệt","彻"
"triệt","截"
"triệt","撤"
"triệt","澈"
"triệt","辙"
"triêu","朝"
"triều","晁"
"triều","朝"
"triều","潮"
"triệu","兆"
"triệu","召"
"triệu","宨"
"triệu","旐"
"triệu","眺"
"triệu","肇"
"triệu","赵"
"triệu","頫"
"trinh","侦"
"trinh","帧"
"trinh","桢"
"trinh","祯"
"trinh","贞"
"trinh","赬"
"trình","呈"
"trình","埕"
"trình","程"
"trình","逞"
"trình","酲"
"trịnh","郑"
"trớ","咀"
"trớ","謯"
"trớ","诅"
"trở","俎"
"trở","沮"
"trở","阻"
"trở","龃"
"trợ","助"
"trợ","勖"
"trợ","垌"
"trợ","筋"
"trợ","箸"
"tróc","捉"
"trọc","浊"
"trọc","镯"
"trọng","仲"
"trọng","重"
"tru","诛"
"trú","住"
"trú","昼"
"trú","驻"
"trù","俦"
"trù","厨"
"trù","啁"
"trù","帱"
"trù","惆"
"trù","橱"
"trù","珠"
"trù","畴"
"trù","稠"
"trù","筹"
"trù","绸"
"trù","譸"
"trù","踌"
"trù","蹰"
"trư","橥"
"trư","潴"
"trư","猪"
"trư","菹"
"trụ","住"
"trụ","宙"
"trụ","拄"
"trụ","柱"
"trụ","甃"
"trụ","纣"
"trụ","胄"
"trụ","酎"
"trứ","杼"
"trứ","箸"
"trứ","著"
"trừ","储"
"trừ","滁"
"trừ","畴"
"trừ","篨"
"trừ","踟"
"trừ","躇"
"trừ","除"
"trữ","亍"
"trữ","伫"
"trữ","宁"
"trữ","忨"
"trữ","抒"
"trữ","杼"
"trữ","紵"
"trữ","羜"
"trữ","芧"
"trữ","苎"
"trữ","贮"
"trữ","釨"
"trử","抒"
"trử","褚"
"truân","屯"
"truân","盹"
"truân","窀"
"truân","肫"
"truân","芚"
"truân","谆"
"truân","迍"
"truất","绌"
"truất","茁"
"truất","詘"
"truất","黜"
"truật","怵"
"truật","术"
"trúc","竹"
"trúc","竺"
"trúc","筑"
"trục","妯"
"trục","涿"
"trục","舳"
"trục","躅"
"trục","轴"
"trục","逐"
"trức","职"
"trực","直"
"trung","中"
"trung","忠"
"trung","盅"
"trung","衷"
"trúng","中"
"trùng","冲"
"trùng","虫"
"trùng","重"
"trủng","冢"
"trưng","徵"
"trưng","症"
"trừng","墝"
"trừng","惩"
"trừng","澄"
"trừng","瞪"
"trước","著"
"trương","伥"
"trương","张"
"trướng","帐"
"trướng","幛"
"trướng","怅"
"trướng","涨"
"trướng","胀"
"trướng","账"
"trường","场"
"trường","肠"
"trường","苌"
"trường","账"
"trường","长"
"trưởng","涨"
"trưởng","长"
