han,chars
"linh","伶"
"linh","囹"
"linh","怜"
"linh","拎"
"linh","棂"
"linh","泠"
"linh","灵"
"linh","玲"
"linh","瓴"
"linh","羚"
"linh","翎"
"linh","聆"
"linh","舲"
"linh","苓"
"linh","蛉"
"linh","軡"
"linh","醽"
"linh","铃"
"linh","零"
"linh","领"
"linh","龄"
"lĩnh","岭"
"lĩnh","隢"
"lịnh","令"
"lo","椋"
"lo","硥"
"lô","卢"
"lô","垆"
"lô","栌"
"lô","泸"
"lô","炉"
"lô","纑"
"lô","胪"
"lô","舻"
"lô","芦"
"lô","蒌"
"lô","轳"
"lô","颅"
"lô","鸬"
"lỗ","卤"
"lỗ","噜"
"lỗ","掳"
"lỗ","撸"
"lỗ","橹"
"lỗ","磠"
"lỗ","艣"
"lỗ","虏"
"lỗ","鲁"
"lộ","潞"
"lộ","珞"
"lộ","璐"
"lộ","赂"
"lộ","路"
"lộ","辂"
"lộ","酪"
"lộ","露"
"lộ","鹭"
"loa","摞"
"loa","螺"
"loa","骡"
"loá","塿"
"loã","蓏"
"loã","裸"
"loả","臝"
"loả","蓏"
"loả","蠃"
"loả","裸"
"loại","类"
"loại","纇"
"loại","酹"
"loan","孪"
"loan","峦"
"loan","弯"
"loan","挛"
"loan","栾"
"loan","湾"
"loan","滦"
"loan","銮"
"loan","鸾"
"loạn","乱"
"loát","刷"
"loát","捋"
"loát","涮"
"loát","锊"
"lộc","渌"
"lộc","漉"
"lộc","碌"
"lộc","禄"
"lộc","簏"
"lộc","辘"
"lộc","逯"
"lộc","鹿"
"lộc","麓"
"lôi","擂"
"lôi","檑"
"lôi","礧"
"lôi","罍"
"lôi","蕾"
"lôi","镭"
"lôi","雷"
"lỗi","儡"
"lỗi","儽"
"lỗi","瘰"
"lỗi","磊"
"lỗi","礌"
"lỗi","礨"
"lỗi","纇"
"lỗi","耒"
"lỗi","酹"
"lợi","利"
"lợi","莉"
"lôn","仑"
"long","拢"
"long","栊"
"long","癃"
"long","隆"
"long","龙"
"lông","曨"
"lông","栊"
"lông","胧"
"lộng","哢"
"lộng","弄"
"lộng","衖"
"lũ","偻"
"lũ","喽"
"lũ","塿"
"lũ","娄"
"lũ","屡"
"lũ","屦"
"lũ","嵝"
"lũ","窭"
"lũ","缕"
"lũ","褛"
"lũ","镂"
"lư","卢"
"lư","垆"
"lư","庐"
"lư","栌"
"lư","榈"
"lư","泸"
"lư","炉"
"lư","胪"
"lư","芦"
"lư","闾"
"lư","颅"
"lư","驴"
"lư","鲈"
"lữ","侣"
"lữ","吕"
"lữ","履"
"lữ","旅"
"lữ","穭"
"lữ","膂"
"lữ","铝"
"lự","滤"
"lự","虑"
"lự","鑢"
"luân","仑"
"luân","伦"
"luân","囵"
"luân","抡"
"luân","沦"
"luân","纶"
"luân","轮"
"luận","论"
"luật","律"
"luật","葎"
"lục","〦"
"lục","僇"
"lục","六"
"lục","剥"
"lục","彔"
"lục","录"
"lục","戮"
"lục","氯"
"lục","琭"
"lục","甪"
"lục","睩"
"lục","碌"
"lục","穋"
"lục","籙"
"lục","绿"
"lục","菉"
"lục","蓼"
"lục","逯"
"lục","醁"
"lục","陆"
"lục","騄"
"lực","力"
"lung","咙"
"lung","曨"
"lung","栊"
"lung","泷"
"lung","珑"
"lung","癃"
"lung","砻"
"lung","窿"
"lung","笼"
"lung","聋"
"lung","胧"
"lung","茏"
"lũng","垄"
"lũng","拢"
"lũng","泷"
"lũng","陇"
"lược","掠"
"lược","撂"
"lược","略"
"lược","锊"
"lương","凉"
"lương","梁"
"lương","粮"
"lương","粱"
"lương","良"
"lương","輬"
"lương","量"
"lưỡng","两"
"lưỡng","俩"
"lưỡng","啢"
"lưỡng","緉"
"lưỡng","裲"
"lưỡng","辆"
"lưỡng","魉"
"lượng","亮"
"lượng","凉"
"lượng","喨"
"lượng","悢"
"lượng","晾"
"lượng","谅"
"lượng","踉"
"lượng","辆"
"lượng","量"
"lượng","魉"
"lưu","刘"
"lưu","旒"
"lưu","榴"
"lưu","流"
"lưu","浏"
"lưu","溜"
"lưu","琉"
"lưu","留"
"lưu","瘤"
"lưu","硫"
"lưu","遛"
"lưu","鎏"
"lưu","鏐"
"lưu","镏"
"lưu","飀"
"lưu","馏"
"lưu","骝"
"lưu","鶹"
"lữu","绺"
"lữu","罶"
"lữu","茆"
"lựu","榴"
"lựu","溜"
"lựu","留"
"lựu","瘤"
"lựu","馏"
"luy","嫘"
"luy","累"
"luy","缧"
"luy","羸"
"luy","臝"
"luy","虆"
"luy","镙"
"luỹ","垒"
"luỹ","漯"
"luỹ","癗"
"luỹ","累"
"luỹ","藟"
"luỵ","累"
"luỵ","缧"
"luỵ","诔"
"luyên","挛"
"luyến","娈"
"luyến","恋"
"luyến","脔"
"luyện","楝"
"luyện","湅"
"luyện","炼"
"luyện","练"
"luyệt","锊"
"ly","〓"
"ly","剺"
"ly","厘"
"ly","哩"
"ly","喱"
"ly","嫠"
"ly","氂"
"ly","漓"
"ly","犁"
"ly","犛"
"ly","狸"
"ly","璃"
"ly","离"
"ly","篱"
"ly","缡"
"ly","罹"
"ly","莉"
"ly","螭"
"ly","褵"
"ly","逦"
"ly","郦"
"ly","醨"
"ly","釐"
"ly","骊"
"ly","魑"
"ly","鲡"
"ly","鹂"
"ly","麶"
"ly","黐"
"lý","俚"
"lý","哩"
"lý","娌"
"lý","履"
"lý","李"
"lý","理"
"lý","里"
"lý","锂"
"lý","鲤"
"lỵ","俐"
"lỵ","猁"
"lỵ","痢"
"lỵ","莅"
"lỵ","莉"
"lỵ","蜊"
"lỵ","詈"
"lỵ","逦"
"lỵ","鬁"
"ma","么"
"ma","劘"
"ma","厤"
"ma","吗"
"ma","嘛"
"ma","妈"
"ma","嬷"
"ma","摩"
"ma","磨"
"ma","蘑"
"ma","蚂"
"ma","魔"
"ma","麻"
"mã","乜"
"mã","吗"
"mã","玛"
"mã","码"
"mã","禡"
"mã","蚂"
"mã","马"
"mạ","吗"
"mạ","骂"
"mạc","幂"
"mạc","幕"
"mạc","摸"
"mạc","漠"
"mạc","瘼"
"mạc","膜"
"mạc","莫"
"mạc","邈"
"mặc","墨"
"mặc","纆"
"mặc","默"
"mạch","脉"
"mạch","貊"
"mạch","陌"
"mạch","麦"
"mai","埋"
"mai","枚"
"mai","梅"
"mai","玫"
"mai","酶"
"mai","霉"
"mai","霾"
"mãi","买"
"mại","劢"
"mại","卖"
"mại","痗"
"mại","迈"
"man","埋"
"man","瞒"
"man","缦"
"man","蛮"
"man","谩"
"man","镘"
"man","鞔"
"man","颟"
"man","馒"
"man","鬘"
"man","鳗"
"mán","缦"
"mân","岷"
"mân","忞"
"mân","扪"
"mân","抿"
"mân","搰"
"mân","旻"
"mân","玫"
"mân","缗"
"mân","闵"
"mân","闽"
"mãn","满"
"mãn","甂"
"mãn","瞒"
"mãn","蹒"
"mấn","鬓"
"mẫn","僶"
"mẫn","悯"
"mẫn","愍"
"mẫn","敏"
"mẫn","暋"
"mẫn","泯"
"mẫn","笢"
"mẫn","闵"
"mẫn","黾"
"mạn","儤"
"mạn","幔"
"mạn","慢"
"mạn","曼"
"mạn","漫"
"mạn","熳"
"mạn","瞒"
"mạn","缦"
"mạn","蔓"
"mạn","谩"
"mạn","镘"
"mang","尨"
"mang","庬"
"mang","忙"
"mang","杗"
"mang","氓"
"mang","牻"
"mang","盲"
"mang","硭"
"mang","芒"
"mang","茫"
"mang","虻"
"mang","邙"
"mang","鋩"
"măng","瞢"
"mãng","漭"
"mãng","莽"
"mãng","蟒"
"manh","懵"
"manh","氓"
"manh","甍"
"manh","盲"
"manh","肓"
"manh","萌"
"manh","虻"
"manh","邙"
"mãnh","渑"
"mãnh","猛"
"mãnh","皿"
"mãnh","艋"
"mãnh","蜢"
"mãnh","锰"
"mãnh","黾"
"mạnh","孟"
"mạnh","艋"
"mạnh","锰"
"mao","〓"
"mao","旄"
"mao","毛"
"mao","茅"
"mao","茆"
"mao","酕"
"mao","锚"
"mao","髦"
"máo","毷"
"mão","卯"
"mão","昴"
"mão","泖"
"mão","茆"
"mão","铆"
"mạo","冒"
"mạo","媢"
"mạo","帽"
"mạo","毷"
"mạo","瑁"
"mạo","眊"
"mạo","耄"
"mạo","芼"
"mạo","藐"
"mạo","貌"
"mạo","邈"
"mạt","帕"
"mạt","抹"
"mạt","末"
"mạt","沫"
"mạt","秣"
"mạt","茉"
"mạt","靺"
"mật","宓"
"mật","密"
"mật","虙"
"mật","蜜"
"mật","谧"
"mâu","侔"
"mâu","牟"
"mâu","眸"
"mâu","矛"
"mâu","缪"
"mâu","茅"
"mâu","蛑"
"mâu","蝥"
"mâu","蟊"
"mâu","鍪"
"mâu","麰"
"mẫu","亩"
"mẫu","姆"
"mẫu","姥"
"mẫu","拇"
"mẫu","母"
"mẫu","牡"
"mẫu","鉧"
"mậu","懋"
"mậu","戊"
"mậu","瞀"
"mậu","缪"
"mậu","茂"
"mậu","袤"
"mậu","谬"
"mậu","贸"
"mê","敉"
"mê","谜"
"mê","迷"
"mê","醚"
"mê","醾"
"mê","麋"
"mễ","咪"
"mễ","米"
"mệ","袂"
"mệnh","命"
"mi","劘"
"mi","咪"
"mi","嵋"
"mi","楣"
"mi","湄"
"mi","猕"
"mi","眉"
"mi","眯"
"mi","糜"
"mi","縻"
"mi","蘼"
"mi","郿"
"mi","醾"
"mi","霉"
"mi","靡"
"mi","麋"
"mị","媚"
"mị","寐"
"mị","敉"
"mị","眯"
"mị","魅"
"mịch","冖"
"mịch","寞"
"mịch","幂"
"mịch","汨"
"mịch","糸"
"mịch","觅"
"miên","棉"
"miên","眠"
"miên","绵"
"miên","面"
"miến","愐"
"miến","沔"
"miến","眄"
"miến","缅"
"miến","面"
"miễn","免"
"miễn","勉"
"miễn","堍"
"miễn","娩"
"miễn","缅"
"miện","丏"
"miện","冕"
"miện","沔"
"miện","湎"
"miện","眄"
"miết","咩"
"miết","瘪"
"miết","瞥"
"miết","鳖"
"miệt","篾"
"miệt","蔑"
"miệt","蠛"
"miệt","袜"
"miêu","喵"
"miêu","描"
"miêu","猫"
"miêu","瞄"
"miêu","苗"
"miêu","蝥"
"miêu","锚"
"miếu","庙"
"miễu","眇"
"miễu","藐"
"miểu","杪"
"miểu","淼"
"miểu","渺"
"miểu","眇"
"miểu","瞄"
"miểu","秒"
"miểu","缈"
"miểu","藐"
"minh","明"
"minh","暝"
"minh","洺"
"minh","溟"
"minh","盟"
"minh","瞑"
"minh","萌"
"minh","蓂"
"minh","螟"
"minh","酩"
"minh","铭"
"minh","鸣"
"mính","茗"
"mính","酩"
"mô","嫫"
"mô","摸"
"mô","摹"
"mô","无"
"mô","模"
"mô","漠"
"mô","膜"
"mô","蟆"
"mô","谟"
"mỗ","姆"
"mỗ","姥"
"mỗ","某"
"mộ","募"
"mộ","墓"
"mộ","幕"
"mộ","慕"
"mộ","摹"
"mộ","暮"
"mộ","蓦"
"mộc","木"
"mộc","楘"
"mộc","沐"
"mộc","镤"
"mộc","霂"
"môi","媒"
"môi","崏"
"môi","煤"
"môi","禖"
"môi","莓"
"mỗi","每"
"mỗi","浼"
"mỗi","莓"
"mỗi","霉"
"mội","痗"
"môn","们"
"môn","扪"
"môn","穈"
"môn","钔"
"môn","门"
"mông","曚"
"mông","朦"
"mông","檬"
"mông","澢"
"mông","甍"
"mông","礞"
"mông","艨"
"mông","蒙"
"mông","蠓"
"mộng","懵"
"mộng","梦"
"một","殁"
"một","没"
"mụ","妈"
"mụ","姥"
"mục","牧"
"mục","目"
"mục","睦"
"mục","穆"
"mục","苜"
"mục","钼"
"muội","妹"
"muội","昧"
"muội","沫"
"muội","眛"
"muộn","懑"
"muộn","焖"
"muộn","闷"
"mưu","牟"
"mưu","谋"
"my","嵋"
"my","楣"
"my","湄"
"my","眉"
"my","眯"
"mỹ","媺"
"mỹ","渼"
"mỹ","美"
"mỹ","镁"
"mỹ","靡"
"mỵ","媚"
"mỵ","寐"
"mỵ","靡"
"mỵ","魅"
"na","傩"
"na","哪"
"na","娜"
"na","挪"
"na","那"
"ná","哪"
"ná","那"
"nã","拿"
"nặc","匿"
"nặc","惹"
"nặc","搦"
"nặc","昵"
"nặc","诺"
"nạch","搦"
"nạch","疒"
"nãi","乃"
"nãi","倷"
"nãi","夃"
"nãi","奶"
"nãi","嬭"
"nãi","氖"
"nãi","艿"
"nãi","鼐"
"nại","奈"
"nại","捺"
"nại","柰"
"nại","耐"
"nại","褦"
"nại","鼐"
"nam","南"
"nam","喃"
"nam","柟"
"nam","楠"
"nam","男"
"nám","囡"
"nâm","您"
"nảm","腩"
"nảm","蝻"
"nạm","腩"
"nan","涍"
"nan","蔏"
"nan","难"
"nạn","难"
"nang","囊"
"náng","齉"
"năng","攮"
"năng","能"
"nãng","攮"
"nãng","曩"
"nãng","烫"
"nãng","砀"
"nẵng","曩"
"nanh","狞"
"nao","呶"
"nao","臑"
"nao","譊"
"nao","铙"
"náo","峱"
"náo","挠"
"náo","淖"
"náo","闹"
"não","恼"
"não","瑙"
"não","脑"
"não","铙"
"nạo","铙"
"nạp","纳"
"nạp","肭"
"nạp","衲"
"nạp","軜"
"nạp","钠"
"nát","涅"
"nật","匿"
"nật","昵"
"nật","衵"
"nậu","耨"
"nê","呢"
"nê","尼"
"nê","怩"
"nê","柅"
"nê","泥"
"nễ","你"
"nệ","泥"
"nga","俄"
"nga","哦"
"nga","娥"
"nga","峨"
"nga","涐"
"nga","莪"
"nga","蛾"
"nga","锇"
"nga","鹅"
"ngà","漷"
"ngà","齖"
"ngã","我"
"ngã","饿"
"ngạ","饿"
"ngạc","噩"
"ngạc","愕"
"ngạc","腭"
"ngạc","萼"
"ngạc","谔"
"ngạc","鄂"
"ngạc","锷"
"ngạc","颚"
"ngạc","鳄"
"ngạc","鹗"
"ngạch","额"
"ngai","呆"
"ngai","皑"
"ngái","戤"
"ngãi","騃"
"ngải","刈"
"ngải","哎"
"ngải","艾"
"ngại","碍"
"ngại","磑"
"ngại","阂"
"ngâm","吟"
"ngâm","崟"
"ngan","豻"
"ngàn","虤"
"ngân","哏"
"ngân","嚚"
"ngân","垠"
"ngân","狺"
"ngân","痕"
"ngân","蟫"
"ngân","誾"
"ngân","鄞"
"ngân","银"
"ngân","齗"
"ngân","龈"
"ngạn","唁"
"ngạn","岸"
"ngạn","彦"
"ngạn","犴"
"ngạn","谚"
"ngận","垽"
"ngận","很"
"ngận","慦"
"ngận","憖"
"ngận","狠"
"ngang","昂"
"ngang","昴"
"ngạnh","哽"
"ngạnh","梗"
"ngạnh","硬"
"ngạnh","绠"
"ngạnh","骾"
"ngạnh","鲠"
"ngao","傲"
"ngao","嗷"
"ngao","廒"
"ngao","敖"
"ngao","熬"
"ngao","獒"
"ngao","璈"
"ngao","翱"
"ngao","聱"
"ngao","螯"
"ngao","謷"
"ngao","赘"
"ngao","遨"
"ngao","鏊"
"ngao","鏖"
"ngao","骜"
"ngao","鳌"
"ngạo","傲"
"ngạo","奡"
"ngập","圾"
"ngập","岌"
"ngạt","歹"
"ngạt","歺"
"ngật","仡"
"ngật","刉"
"ngật","吃"
"ngật","屹"
"ngật","忔"
"ngật","汔"
"ngật","疙"
"ngật","讫"
"ngật","迄"
"ngẫu","偶"
"ngẫu","耦"
"ngẫu","藕"
"ngênh","迎"
"nghê","倪"
"nghê","妮"
"nghê","猊"
"nghê","蜺"
"nghê","輗"
"nghê","霓"
"nghê","鲵"
"nghê","麑"
"nghễ","惄"
"nghễ","睨"
"nghệ","亵"
"nghệ","刈"
"nghệ","呓"
"nghệ","埶"
"nghệ","寱"
"nghệ","羿"
"nghệ","艺"
"nghệ","蓺"
"nghệ","襼"
"nghệ","诣"
"nghệ","輗"
"nghênh","迎"
"nghi","仪"
"nghi","宜"
"nghi","崺"
"nghi","嶷"
"nghi","杕"
"nghi","沂"
"nghi","疑"
"nghĩ","儗"
"nghĩ","拟"
"nghĩ","舣"
"nghĩ","蚁"
"nghĩ","螘"
"nghĩ","齮"
"nghị","毅"
"nghị","蚁"
"nghị","议"
"nghị","谊"
"nghĩa","义"
"nghịch","逆"
"nghịch","鶂"
"nghịch","鷁"
"nghiêm","严"
"nghiễm","俨"
"nghiễm","广"
"nghiệm","酽"
"nghiệm","駸"
"nghiệm","验"
"nghiên","妍"
"nghiên","揅"
"nghiên","研"
"nghiễn","唁"
"nghiễn","甗"
"nghiễn","砚"
"nghiễn","苋"
"nghiễn","趼"
"nghiện","谳"
"nghiệp","业"
"nghiệp","邺"
"nghiệt","孽"
"nghiệt","糱"
"nghiệt","臬"
"nghiệt","蘖"
"nghiệt","谳"
"nghiêu","侥"
"nghiêu","垚"
"nghiêu","尧"
"nghiêu","嶢"
"nghiêu","荛"
"nghiêu","跷"
"nghiêu","铙"
"nghiếu","屩"
"nghinh","迎"
"ngô","吴"
"ngô","吾"
"ngô","唔"
"ngô","娱"
"ngô","梧"
"ngô","浯"
"ngô","蜈"
"ngô","鼯"
"ngỗ","仵"
"ngỗ","忤"
"ngỗ","迕"
"ngọ","午"
"ngộ","悟"
"ngộ","晤"
"ngộ","焐"
"ngộ","牾"
"ngộ","痦"
"ngộ","误"
"ngộ","遇"
"ngoa","吪"
"ngoa","囮"
"ngoa","讹"
"ngoa","靴"
"ngoã","佤"
"ngoã","瓦"
"ngoạ","卧"
"ngoại","外"
"ngoan","刓"
"ngoan","抏"
"ngoan","狠"
"ngoan","顽"
"ngoan","鼋"
"ngoạn","忨"
"ngoạn","玩"
"ngoạt","仴"
"ngoạt","刖"
"ngoạt","月"
"ngoạt","軏"
"ngoạt","钥"
"ngốc","呆"
"ngốc","秃"
"ngọc","玉"
"ngọc","玊"
"ngọc","钰"
"ngôi","嵬"
"ngôi","桅"
"ngôi","鮠"
"ngỗi","隗"
"ngỗi","頠"
"ngôn","言"
"ngộn","诨"
"ngột","亓"
"ngột","兀"
"ngột","屼"
"ngột","扤"
"ngột","杌"
"ngột","軏"
"ngột","阢"
"ngột","靰"
"ngu","俣"
"ngu","娱"
"ngu","嵎"
"ngu","愚"
"ngu","禹"
"ngu","禺"
"ngu","虞"
"ngu","麌"
"ngũ","〥"
"ngũ","五"
"ngũ","伍"
"ngư","渔"
"ngư","鱼"
"ngụ","寓"
"ngụ","寤"
"ngụ","禺"
"ngữ","圄"
"ngữ","圉"
"ngữ","屿"
"ngữ","御"
"ngữ","敔"
"ngữ","语"
"ngữ","鋙"
"ngữ","龉"
"ngự","御"
"ngự","驭"
"ngục","狱"
"ngung","喁"
"ngung","嵎"
"ngung","隅"
"ngung","顒"
"ngưng","凝"
"ngược","疟"
"ngược","虐"
"ngưỡng","仰"
"ngưu","牛"
"ngưu","牜"
"nguy","危"
"nguy","峗"
"nguy","嵬"
"nguy","巍"
"nguy","桅"
"nguy","洈"
"nguy","鮠"
"nguỵ","伪"
"nguỵ","魏"
"nguyên","元"
"nguyên","原"
"nguyên","姩"
"nguyên","嫄"
"nguyên","沅"
"nguyên","源"
"nguyên","羱"
"nguyên","芫"
"nguyên","螈"
"nguyên","鼋"
"nguyễn","阮"
"nguyện","愿"
"nguyệt","仴"
"nguyệt","刖"
"nguyệt","月"
"nguyệt","軏"
"nguyệt","钥"
"nha","丫"
"nha","伢"
"nha","厊"
"nha","呀"
"nha","哑"
"nha","桠"
"nha","牙"
"nha","玡"
"nha","琊"
"nha","芽"
"nha","蚜"
"nha","衙"
"nha","鸦"
"nha","齖"
"nhã","雅"
"nhạ","偌"
"nhạ","喏"
"nhạ","惹"
"nhạ","砑"
"nhạ","讶"
"nhạ","迓"
"nhạc","乐"
"nhạc","岳"
"nhạc","鸑"
"nhai","崖"
"nhai","挨"
"nhai","捱"
"nhai","涯"
"nhai","睚"
"nhai","街"
"nham","岩"
"nham","癌"
"nham","碞"
"nhâm","任"
"nhâm","壬"
"nhâm","妊"
"nhâm","紝"
"nhẫm","妊"
"nhẫm","恁"
"nhẫm","稔"
"nhẫm","紝"
"nhẫm","荏"
"nhẫm","衽"
"nhẫm","赁"
"nhẫm","饪"
"nhậm","任"
"nhậm","恁"
"nhan","颜"
"nhàn","娴"
"nhàn","闲"
"nhàn","间"
"nhàn","鷳"
"nhàn","鹇"
"nhân","人"
"nhân","仁"
"nhân","儿"
"nhân","因"
"nhân","堙"
"nhân","姻"
"nhân","氤"
"nhân","洇"
"nhân","湮"
"nhân","絪"
"nhân","纫"
"nhân","茵"
"nhân","裀"
"nhân","鄄"
"nhân","铟"
"nhân","闉"
"nhân","駰"
"nhãn","眼"
"nhẫn","仞"
"nhẫn","刃"
"nhẫn","忍"
"nhẫn","涊"
"nhẫn","牣"
"nhẫn","纫"
"nhẫn","訒"
"nhẫn","轫"
"nhẫn","韧"
"nhạn","赝"
"nhạn","雁"
"nhận","刃"
"nhận","牣"
"nhận","认"
"nhận","轫"
"nhận","韧"
"nhạng","仰"
"nháo","闹"
"nhập","入"
"nhập","廾"
"nhập","廿"
"nhất","〡"
"nhất","一"
"nhất","壹"
"nhật","日"
"nhật","馹"
"nhi","儿"
"nhi","而"
"nhi","鲕"
"nhĩ","你"
"nhĩ","刵"
"nhĩ","尔"
"nhĩ","弭"
"nhĩ","您"
"nhĩ","洱"
"nhĩ","珥"
"nhĩ","祢"
"nhĩ","耳"
"nhĩ","迩"
"nhĩ","铒"
"nhĩ","饵"
"nhị","〢"
"nhị","二"
"nhị","佴"
"nhị","刵"
"nhị","劓"
"nhị","弥"
"nhị","弭"
"nhị","惢"
"nhị","樲"
"nhị","橤"
"nhị","洱"
"nhị","珥"
"nhị","腻"
"nhị","蕊"
"nhị","贰"
"nhị","饵"
"nhiêm","蚺"
"nhiêm","髯"
"nhiễm","冉"
"nhiễm","染"
"nhiễm","苒"
"nhiệm","任"
"nhiệm","荏"
"nhiên","捻"
"nhiên","然"
"nhiên","燃"
"nhiếp","嗫"
"nhiếp","慑"
"nhiếp","摄"
"nhiếp","滠"
"nhiếp","燮"
"nhiếp","聂"
"nhiếp","蹑"
"nhiếp","镊"
"nhiếp","颞"
"nhiệt","热"
"nhiệt","爇"
"nhiêu","侥"
"nhiêu","娆"
"nhiêu","桡"
"nhiêu","荛"
"nhiêu","蛲"
"nhiêu","饶"
"nhiễu","娆"
"nhiễu","扰"
"nhiễu","挠"
"nhiễu","浇"
"nhiễu","绕"
"nho","儒"
"nhu","儒"
"nhu","嚅"
"nhu","孺"
"nhu","揉"
"nhu","柔"
"nhu","棂"
"nhu","洳"
"nhu","濡"
"nhu","煣"
"nhu","燸"
"nhu","糅"
"nhu","糯"
"nhu","繻"
"nhu","薷"
"nhu","蝚"
"nhu","蠕"
"nhu","襦"
"nhu","蹂"
"nhu","需"
"nhu","鞣"
"nhũ","乳"
"nhũ","孺"
"nhũ","擩"
"như","如"
"như","洳"
"như","茹"
"như","袽"
"như","襦"
"như","铷"
"như","鴽"
"nhụ","孺"
"nhụ","輮"
"nhứ","絮"
"nhữ","女"
"nhữ","汝"
"nhự","洳"
"nhuận","润"
"nhuận","闰"
"nhúc","薆"
"nhục","月"
"nhục","溽"
"nhục","缛"
"nhục","肉"
"nhục","蓐"
"nhục","褥"
"nhục","辱"
"nhục","鄏"
"nhuế","枘"
"nhuế","汭"
"nhuế","芮"
"nhuế","蚋"
"nhuệ","锐"
"nhung","戎"
"nhung","毧"
"nhung","狨"
"nhung","绒"
"nhung","羢"
"nhung","茸"
"nhũng","冗"
"nhũng","氄"
"nhưng","仍"
"nhưng","扔"
"nhưng","礽"
"nhưng","鞥"
"nhược","偌"
"nhược","弱"
"nhược","箬"
"nhược","篛"
"nhược","若"
"nhược","蒻"
"nhược","鄀"
"nhược","鶸"
"nhương","勷"
"nhương","嚷"
"nhương","攘"
"nhương","瓤"
"nhương","禳"
"nhương","穰"
"nhương","蘘"
"nhương","镶"
"nhưỡng","嚷"
"nhưỡng","壤"
"nhưỡng","攘"
"nhưỡng","酿"
"nhượng","嚷"
"nhượng","瀼"
"nhượng","让"
"nhữu","离"
"nhữu","糅"
"nhựu","离"
"nhựu","蹂"
"nhuy","緌"
"nhuy","蕤"
"nhuỵ","繠"
"nhuỵ","蕊"
"nhuyên","壖"
"nhuyên","瓀"
"nhuyễn","耎"
"nhuyễn","蠕"
"nhuyễn","软"
"ni","呢"
"ni","坭"
"ni","妮"
"ni","尼"
"ni","怩"
"ni","旎"
"nỉ","旎"
"nỉ","祢"
"nị","腻"
"nịch","惄"
"nịch","溺"
"niêm","拈"
"niêm","粘"
"niêm","黏"
"niệm","廿"
"niệm","念"
"niệm","捻"
"niên","年"
"niên","捻"
"niễn","涊"
"niễn","碾"
"niện","撵"
"niếp","囡"
"niếp","聂"
"niếp","蹑"
"niệp","捻"
"niết","乜"
"niết","啮"
"niết","捏"
"niết","涅"
"niết","肭"
"niết","臬"
"niết","臲"
"niết","苶"
"niết","薾"
"niết","镍"
"niết","闑"
"niết","陧"
"niệt","乜"
"niếu","嬲"
"niễu","袅"
"niễu","褭"
"niểu","袅"
"niệu","尿"
"niệu","袅"
"ninh","咛"
"ninh","宁"
"ninh","拧"
"ninh","柠"
"ninh","泞"
"ninh","狞"
"ninh","鸋"
"nính","泞"
"nịnh","佞"
"nịnh","甯"
"nô","奴"
"nô","孥"
"nô","帑"
"nô","驽"
"nõ","弩"
"nỗ","努"
"nỗ","弩"
"nỗ","砮"
"nộ","怒"
"noa","孥"
"noa","惰"
"noa","拿"
"noa","挪"
"noa","挼"
"noạ","惰"
"noạ","懦"
"noạ","涴"
"noạ","糯"
"noãn","卵"
"noãn","暖"
"noãn","赧"
"noản","赧"
"nỗi","馁"
"nội","内"
"nôm","喃"
"nộn","嫩"
"nông","侬"
"nông","农"
"nông","哝"
"nồng","浓"
"nột","呐"
"nột","柮"
"nột","衲"
"nột","讷"
"nột","钠"
"nữ","女"
"nữ","籹"
"nữ","钕"
"nục","恧"
"nục","朒"
"nục","衄"
"nùng","农"
"nùng","浓"
"nùng","脓"
"nùng","醲"
"nương","娘"
"nưu","妞"
"nữu","扭"
"nữu","杻"
"nữu","狃"
"nữu","纽"
"nữu","钮"
"nựu","忸"
"nựu","拗"
"nuy","痿"
"nuy","萎"
"nuỵ","倭"
"nỵu","矮"
"ô","乌"
"ô","呜"
"ô","圬"
"ô","坞"
"ô","恶"
"ô","於"
"ô","杇"
"ô","污"
"ô","洿"
"ô","钨"
"ố","恶"
"ổ","坞"
"ổ","邬"
"oa","倭"
"oa","呙"
"oa","呱"
"oa","哇"
"oa","喎"
"oa","埚"
"oa","娃"
"oa","娲"
"oa","挝"
"oa","歪"
"oa","洼"
"oa","涡"
"oa","溛"
"oa","爪"
"oa","窊"
"oa","窝"
"oa","緺"
"oa","莴"
"oa","蛙"
"oa","蜗"
"oa","踒"
"oa","锅"
"oa","騧"
"oách","蠖"
"oai","歪"
"oái","荟"
"oan","冤"
"oan","剜"
"oan","眢"
"oan","蜎"
"oán","怨"
"oản","惋"
"oản","捥"
"oản","碗"
"oản","綩"
"oản","绾"
"oản","腕"
"oản","豌"
"oanh","滢"
"oanh","潆"
"oanh","罃"
"oanh","茔"
"oanh","荧"
"oanh","莹"
"oanh","莺"
"oanh","萦"
"oanh","轰"
"oanh","鎣"
"oánh","莹"
"oát","挖"
"oát","斡"
"oát","穵"
"oát","腽"
"oạt","挖"
"ốc","喔"
"ốc","屋"
"ốc","沃"
"ốc","鋈"
"ốc","饇"
"ôi","偎"
"ôi","椳"
"ôi","煨"
"ôi","碨"
"ôi","隈"
"ổi","傀"
"ổi","煨"
"ổi","猥"
"ôn","塭"
"ôn","温"
"ôn","瘟"
"ôn","縕"
"ôn","薀"
"ôn","褞"
"ôn","轀"
"ốn","搵"
"ồn","掊"
"ổn","檃"
"ổn","稳"
"ông","嗡"
"ông","塕"
"ông","滃"
"ông","翁"
"ông","蓊"
"ông","鶲"
